# 20260717_2043_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
60.4.28.155:8077	有效	34	288
121.29.215.36:2083	有效	101	221
121.29.141.129:4022	有效	13	309
121.29.215.24:7777	有效	1	321
121.29.215.24:8888	无效	0	322
101.17.104.169:8000	无效	0	322
101.17.105.230:8000	无效	0	322
101.17.19.139:6666	无效	0	322
101.19.11.76:4000	无效	0	322
101.19.8.78:4000	无效	0	322
101.25.228.74:8001	无效	0	322
101.25.230.74:8001	无效	0	322
101.25.231.57:8001	无效	0	322
101.28.17.190:8001	无效	0	322
101.75.215.214:4022	无效	0	322
101.75.215.222:4022	无效	0	322
110.240.67.246:4022	无效	0	322
110.248.147.62:8888	无效	0	322
110.249.126.15:9999	有效	7	315
110.250.171.30:9999	无效	0	322
110.250.43.138:8000	无效	0	322
110.253.17.206:8686	无效	0	322
110.255.26.53:8088	无效	0	322
120.0.23.139:8888	无效	0	322
120.0.29.109:4000	无效	0	322
120.0.29.115:4000	无效	0	322
120.0.29.119:4000	无效	0	322
120.0.29.119:4001	无效	0	322
120.0.29.141:4001	无效	0	322
120.0.29.150:4000	无效	0	322
120.0.29.173:4000	无效	0	322
120.0.29.224:4001	无效	0	322
120.0.29.2:4000	无效	0	322
120.0.29.38:4000	无效	0	322
120.0.29.38:4001	无效	0	322
120.0.29.45:4000	无效	0	322
120.6.110.189:8088	无效	0	322
120.6.110.47:8088	无效	0	322
120.6.120.174:8088	无效	0	322
120.6.120.250:8088	无效	0	322
120.6.120.46:8088	无效	0	322
120.6.121.170:8088	无效	0	322
120.6.122.59:8088	无效	0	322
120.6.123.212:8088	无效	0	322
120.6.155.250:4022	无效	0	322
120.7.170.177:4000	有效	16	306
120.7.30.202:4022	无效	0	322
120.7.84.203:4022	无效	0	322
121.29.111.224:8888	无效	0	322
121.29.133.167:8888	无效	0	322
121.29.133.1:8888	无效	0	322
121.29.141.118:4022	无效	0	322
121.29.141.15:4022	无效	0	322
121.29.141.162:4022	无效	0	322
121.29.141.197:4022	无效	0	322
121.29.141.1:4022	无效	0	322
121.29.141.230:4022	无效	0	322
121.29.141.237:4022	无效	0	322
121.29.141.88:4022	无效	0	322
121.29.169.102:7777	无效	0	322
121.29.169.102:8888	无效	0	322
121.29.169.104:7777	无效	0	322
121.29.169.104:8888	无效	0	322
121.29.169.108:7777	无效	0	322
121.29.169.108:8888	无效	0	322
121.29.169.11:8888	无效	0	322
121.29.169.120:7777	无效	0	322
121.29.169.120:8888	无效	0	322
121.29.169.137:7777	无效	0	322
121.29.169.137:8888	无效	0	322
121.29.169.144:7777	无效	0	322
121.29.169.144:8888	无效	0	322
121.29.169.151:7777	无效	0	322
121.29.169.151:8888	无效	0	322
121.29.169.166:7777	有效	3	319
121.29.169.166:8888	无效	0	322
121.29.169.174:7777	无效	0	322
121.29.169.174:8888	无效	0	322
121.29.169.176:7777	无效	0	322
121.29.169.176:8888	无效	0	322
121.29.169.182:7777	无效	0	322
