# 20260718_2041_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
101.204.12.115:2715	无效	0	328
101.204.150.245:2715	无效	0	328
101.204.174.117:8888	无效	0	328
101.204.204.179:4022	无效	0	328
101.204.38.82:2715	无效	0	328
101.204.42.135:4000	无效	0	328
101.207.186.210:8888	无效	0	328
112.192.72.137:8484	无效	0	328
112.192.72.139:8484	无效	0	328
112.192.72.140:8484	无效	0	328
112.192.72.148:8484	无效	0	328
112.192.72.157:8484	无效	0	328
112.192.72.15:8484	有效	28	300
112.192.72.162:8484	无效	0	328
112.192.72.178:8484	无效	0	328
112.192.72.181:8484	无效	0	328
112.192.72.187:8484	无效	0	328
112.192.72.1:8484	无效	0	328
112.192.72.202:8484	无效	0	328
112.192.72.203:8484	无效	0	328
112.192.72.224:8989	无效	0	328
112.192.72.235:8484	无效	0	328
112.192.72.239:8484	无效	0	328
112.192.72.99:8484	有效	28	300
112.192.73.102:8484	无效	0	328
112.192.73.13:8484	无效	0	328
112.192.73.154:8484	无效	0	328
112.192.73.159:8484	无效	0	328
112.192.73.161:8484	无效	0	328
112.192.73.167:8484	无效	0	328
112.192.73.172:8484	无效	0	328
112.192.73.177:8484	无效	0	328
112.192.73.186:8484	无效	0	328
112.192.73.191:2122	无效	0	328
112.192.73.1:8484	无效	0	328
112.192.73.200:8484	有效	1	327
112.192.73.207:8484	无效	0	328
112.192.73.224:8484	无效	0	328
112.192.73.234:8484	无效	0	328
112.192.73.2:8484	无效	0	328
112.192.73.43:8484	有效	28	300
112.192.73.47:8484	无效	0	328
112.192.73.60:8484	有效	1	327
112.192.73.80:8484	无效	0	328
112.192.73.93:8484	有效	1	327
112.192.73.94:8484	无效	0	328
112.193.123.126:8888	无效	0	328
112.193.145.122:8888	无效	0	328
112.194.38.9:4022	无效	0	328
112.195.88.234:5000	无效	0	328
112.195.89.130:5000	无效	0	328
112.195.89.197:5000	无效	0	328
112.195.90.112:5000	无效	0	328
112.195.90.42:5000	无效	0	328
112.195.91.160:5000	无效	0	328
116.169.101.6:2715	无效	0	328
116.169.89.63:4022	无效	0	328
117.174.25.1:8188	无效	0	328
117.174.25.254:8188	无效	0	328
175.152.138.131:6066	无效	0	328
175.152.138.143:6066	无效	0	328
175.152.138.165:6066	无效	0	328
175.152.138.180:6066	无效	0	328
175.152.138.208:6066	无效	0	328
175.152.167.144:4000	无效	0	328
175.152.44.35:8888	无效	0	328
175.153.132.90:4022	无效	0	328
175.153.190.181:4000	无效	0	328
211.158.152.138:8008	无效	0	328
211.158.152.138:8010	无效	0	328
211.158.152.234:8007	无效	0	328
211.158.152.234:8008	无效	0	328
211.158.152.234:8010	无效	0	328
211.158.152.249:8007	无效	0	328
211.158.152.249:8008	无效	0	328
211.158.152.249:8009	无效	0	328
211.158.152.54:8007	无效	0	328
211.158.152.79:8007	无效	0	328
211.158.153.104:8008	无效	0	328
211.158.153.108:8007	无效	0	328
211.158.153.108:8008	无效	0	328
211.158.153.130:8008	无效	0	328
211.158.153.130:8010	无效	0	328
211.158.153.136:8007	无效	0	328
211.158.153.246:8009	无效	0	328
211.158.153.37:8001	无效	0	328
211.158.153.37:8002	无效	0	328
211.158.153.37:8003	无效	0	328
211.158.153.37:8004	无效	0	328
211.158.153.37:8005	无效	0	328
211.158.154.108:8009	无效	0	328
211.158.154.172:8009	无效	0	328
211.158.154.175:8008	无效	0	328
211.158.154.204:8008	无效	0	328
211.158.154.215:8007	无效	0	328
211.158.154.231:8008	无效	0	328
211.158.155.132:8008	无效	0	328
211.158.155.137:8009	无效	0	328
211.158.155.154:8008	无效	0	328
211.158.155.187:8001	无效	0	328
211.158.155.67:8010	无效	0	328
211.158.155.89:8004	无效	0	328
211.158.155.9:8009	无效	0	328
211.158.167.71:8888	无效	0	328
211.158.184.63:4022	无效	0	328
211.158.20.47:3000	无效	0	328
211.158.43.252:8888	无效	0	328
211.158.48.182:8010	无效	0	328
211.158.49.86:8007	无效	0	328
211.158.49.86:8009	无效	0	328
221.10.226.195:5000	无效	0	328
221.10.226.1:5000	无效	0	328
60.255.72.119:4022	无效	0	328
60.255.72.119:4022112	无效	0	328
112.192.73.136:8484	有效	25	207
112.192.73.79:8484	有效	25	207
112.192.73.197:8484	有效	11	182
112.192.73.34:8484	有效	3	156
