# 20260708_0124_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
171.8.168.153:8800	有效	69	196
171.8.85.19:8800	有效	11	254
222.88.125.93:8187	无效	0	265
1.192.240.1:8188	无效	0	265
1.192.240.99:8188	无效	0	265
1.192.241.123:8188	无效	0	265
1.192.241.1:8188	无效	0	265
1.192.242.184:8188	无效	0	265
1.192.242.1:8188	无效	0	265
1.192.246.1:8188	无效	0	265
1.192.247.1:8188	无效	0	265
1.192.252.38:4000	无效	0	265
1.192.253.138:4000	无效	0	265
1.193.36.1:8800	无效	0	265
1.193.37.1:8800	无效	0	265
1.193.37.99:8800	无效	0	265
1.193.56.1:8800	无效	0	265
1.193.57.1:8800	无效	0	265
1.193.57.212:8800	无效	0	265
1.193.57.243:8800	无效	0	265
1.193.58.1:8800	无效	0	265
1.193.58.36:8800	无效	0	265
1.193.59.141:8800	无效	0	265
1.193.59.1:8800	无效	0	265
1.193.63.1:8800	无效	0	265
1.194.158.129:4011	无效	0	265
1.195.200.1:8822	无效	0	265
1.195.201.1:8822	无效	0	265
1.195.202.1:8822	无效	0	265
1.195.203.1:8822	无效	0	265
1.195.204.1:8822	无效	0	265
1.195.204.32:8822	无效	0	265
1.195.205.1:8822	无效	0	265
1.195.206.1:8822	无效	0	265
1.195.206.43:8822	无效	0	265
1.195.206.77:8822	无效	0	265
1.195.207.1:8822	无效	0	265
1.195.208.1:8822	无效	0	265
1.195.209.1:8822	无效	0	265
1.195.210.1:8822	无效	0	265
1.195.211.1:8822	无效	0	265
1.195.212.144:8822	无效	0	265
1.195.212.1:8822	无效	0	265
1.195.213.1:8822	无效	0	265
1.195.214.1:8822	无效	0	265
1.195.215.1:8822	无效	0	265
1.195.215.84:8822	无效	0	265
1.195.216.144:8822	无效	0	265
1.195.216.1:8822	无效	0	265
1.195.216.52:8822	无效	0	265
1.195.217.156:8822	无效	0	265
1.195.217.1:8822	无效	0	265
1.195.218.1:8822	无效	0	265
1.195.219.1:8822	无效	0	265
1.195.220.1:8822	无效	0	265
1.195.221.159:8822	无效	0	265
1.195.221.1:8822	无效	0	265
1.195.222.140:8822	无效	0	265
1.195.222.1:8822	无效	0	265
1.195.223.1:8822	无效	0	265
1.195.224.1:8822	无效	0	265
1.195.224.250:8822	无效	0	265
1.195.225.1:8822	无效	0	265
1.195.226.1:8822	无效	0	265
1.195.227.1:8822	无效	0	265
1.195.228.1:8822	无效	0	265
1.195.229.176:8822	无效	0	265
1.195.229.1:8822	无效	0	265
1.195.230.1:8822	无效	0	265
1.195.231.1:8822	无效	0	265
1.195.231.53:8822	无效	0	265
1.196.152.100:2001	无效	0	265
1.196.152.19:2001	无效	0	265
1.196.152.1:2001	无效	0	265
1.196.152.212:2001	无效	0	265
1.196.152.23:2001	无效	0	265
1.196.152.254:2001	无效	0	265
1.196.152.254:2002	无效	0	265
1.196.152.254:2010	无效	0	265
1.196.152.254:2012	无效	0	265
1.196.152.27:2001	无效	0	265
1.196.152.44:2001	无效	0	265
1.196.152.44:2002	无效	0	265
1.196.152.44:2010	无效	0	265
1.196.152.44:2012	无效	0	265
1.196.152.64:2001	无效	0	265
1.196.152.85:2001	无效	0	265
1.199.160.232:8822	有效	5	260
1.199.161.180:8822	无效	0	265
1.199.162.245:8822	无效	0	265
104.21.21.7:4000	无效	0	265
106.42.108.79:2000	无效	0	265
106.42.108.79:2001	无效	0	265
106.42.108.79:2002	无效	0	265
106.42.108.79:2010	无效	0	265
106.42.109.167:2000	无效	0	265
106.42.109.167:2001	无效	0	265
106.42.109.167:2002	无效	0	265
106.42.109.167:2010	无效	0	265
106.42.109.41:2000	无效	0	265
106.42.109.41:2001	无效	0	265
106.42.109.41:2002	无效	0	265
106.42.109.41:2010	无效	0	265
123.101.96.172:2003	无效	0	265
123.101.98.150:2000	无效	0	265
123.101.98.150:2001	无效	0	265
123.101.98.150:2002	无效	0	265
123.101.98.150:2010	无效	0	265
123.101.98.188:2000	无效	0	265
123.101.98.188:2001	无效	0	265
123.101.98.188:2002	无效	0	265
123.101.98.188:2010	无效	0	265
123.101.98.207:2000	无效	0	265
123.101.98.207:2001	无效	0	265
123.101.98.207:2002	无效	0	265
123.101.98.207:2010	无效	0	265
123.101.98.241:2000	无效	0	265
123.101.98.4:2000	无效	0	265
123.101.98.4:2001	无效	0	265
123.101.98.4:2002	无效	0	265
123.101.98.4:2010	无效	0	265
123.101.98.62:2000	无效	0	265
123.101.98.62:2001	无效	0	265
123.101.98.62:2002	无效	0	265
123.101.98.62:2010	无效	0	265
123.149.2.67:8800	无效	0	265
123.149.207.40:8800	无效	0	265
123.160.155.14:4022	无效	0	265
123.160.175.128:8800	无效	0	265
123.160.234.24:2000	无效	0	265
123.55.106.34:5050	无效	0	265
171.12.222.45:8187	无效	0	265
171.8.104.1:8800	无效	0	265
171.8.104.224:8800	无效	0	265
171.8.104.8:8800	无效	0	265
171.8.105.117:8800	无效	0	265
171.8.105.165:8800	无效	0	265
171.8.105.172:8800	无效	0	265
171.8.105.1:8800	无效	0	265
171.8.105.5:8800	无效	0	265
171.8.105.62:8800	无效	0	265
171.8.106.172:8800	无效	0	265
171.8.106.1:8800	无效	0	265
171.8.107.102:8800	无效	0	265
171.8.107.138:8800	无效	0	265
171.8.107.1:8800	无效	0	265
171.8.107.24:8800	无效	0	265
171.8.138.185:8800	无效	0	265
171.8.138.1:8800	无效	0	265
171.8.168.12:8800	无效	0	265
171.8.168.155:8800	无效	0	265
171.8.168.167:8800	无效	0	265
171.8.168.1:8800	无效	0	265
171.8.168.31:8800	无效	0	265
171.8.169.1:8800	无效	0	265
171.8.169.205:8800	无效	0	265
171.8.169.65:8800	无效	0	265
171.8.170.1:8800	无效	0	265
171.8.171.133:8800	无效	0	265
171.8.171.1:8800	无效	0	265
171.8.171.26:8800	无效	0	265
171.8.171.37:8800	无效	0	265
171.8.192.1:8800	无效	0	265
171.8.194.196:8800	无效	0	265
171.8.194.1:8800	无效	0	265
171.8.194.239:8800	无效	0	265
171.8.80.1:8800	无效	0	265
171.8.81.16:8800	无效	0	265
171.8.81.1:8800	无效	0	265
171.8.81.35:8800	无效	0	265
171.8.82.146:8800	无效	0	265
171.8.82.151:8800	无效	0	265
171.8.82.1:8800	无效	0	265
171.8.83.1:8800	无效	0	265
171.8.84.114:8800	无效	0	265
171.8.84.159:8800	无效	0	265
171.8.84.159:8811	无效	0	265
171.8.84.1:8800	无效	0	265
171.8.84.208:8800	无效	0	265
171.8.85.1:8800	无效	0	265
171.8.85.91:8800	无效	0	265
42.237.223.123:8899	无效	0	265
61.52.155.223:4000	无效	0	265
171.8.171.202:8800	有效	9	196
1.192.242.75:8188	有效	25	180
171.8.83.63:8800	有效	4	201
171.8.84.83:8800	有效	11	194
171.8.169.216:8800	有效	11	194
1.192.247.36:8188	有效	34	135
171.8.169.26:8800	有效	15	154
171.8.171.193:8800	有效	2	128
171.8.81.118:8800	有效	3	127
171.8.168.212:8800	有效	13	83
171.8.81.20:8800	有效	3	93
171.8.169.175:8800	有效	15	42
