# 自动生成于 2026/05/20 21:32
# 城市: 湖南电信
# 质量阈值: 5
# 配置数量: 20
# 格式: 网关IP:端口,选项
# 选项说明: 0/10=固定C段, 2/12=C段范围

61.187.148.1:4022,10
118.251.16.1:8188,12
175.8.182.1:7878,12
118.251.96.1:8188,12
222.245.57.1:4022,12
113.219.41.1:8887,12
58.46.28.1:8188,12
58.46.29.1:8188,12
113.219.39.1:8887,12
118.251.98.1:8188,12
118.251.97.1:8188,12
58.46.176.1:4022,12
220.169.100.1:10087,12
175.8.130.1:4000,12
58.46.28.1:4022,12
58.46.203.1:4022,12
58.46.210.1:4022,12
175.8.128.1:4000,12
222.241.176.1:8888,12
118.248.155.1:8889,12
