# 20260614_1712_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
1.83.156.130:26000	有效	20	118
36.46.98.62:8025	有效	26	112
www.gaolao.top:8008	有效	130	8
wddpmpc.sosos.run:4022	有效	6	132
222.90.31.233:8888	有效	2	136
125.76.196.193:8899	无效	0	138
113.201.171.254:8866	无效	0	138
1.83.52.151:7000	无效	0	138
125.76.196.56:8899	无效	0	138
113.200.52.214:8085	无效	0	138
113.200.52.216:8085	无效	0	138
1.83.123.141:8888	无效	0	138
1.83.123.59:8888	无效	0	138
1.83.156.104:8888	无效	0	138
1.83.156.44:26000	无效	0	138
1.83.52.171:7000	无效	0	138
1.85.224.1:8686	无效	0	138
1.85.225.1:8686	无效	0	138
1.85.226.1:8686	无效	0	138
1.85.227.105:8686	无效	0	138
1.85.227.1:8686	无效	0	138
1.85.228.1:8686	无效	0	138
1.85.229.1:8686	有效	6	132
1.85.230.1:8686	无效	0	138
1.85.231.151:8686	无效	0	138
1.85.231.1:8686	无效	0	138
1.85.231.81:8686	无效	0	138
1.87.209.54:4000	无效	0	138
10.1.1.1:8989	无效	0	138
113.200.52.213:8085	无效	0	138
113.200.52.215:8085	无效	0	138
113.200.52.217:8085	无效	0	138
113.200.52.218:8085	无效	0	138
113.200.52.220:8085	无效	0	138
117.23.104.242:8888	无效	0	138
117.39.32.105:4022	无效	0	138
117.39.32.11:4022	无效	0	138
117.39.32.124:4022	无效	0	138
117.39.32.1:4022	无效	0	138
117.39.32.219:4022	无效	0	138
117.39.32.85:4022	无效	0	138
117.39.33.155:4022	无效	0	138
117.39.33.1:4022	无效	0	138
117.39.34.1:4022	无效	0	138
117.39.34.67:4022	无效	0	138
117.39.35.1:4022	无效	0	138
117.39.36.101:4022	无效	0	138
117.39.36.172:4022	无效	0	138
117.39.36.184:4022	无效	0	138
117.39.36.189:4022	无效	0	138
117.39.36.1:4022	无效	0	138
117.39.36.60:4022	无效	0	138
117.39.37.1:4022	无效	0	138
117.39.37.227:4022	无效	0	138
117.39.37.2:4022	无效	0	138
117.39.38.112:4022	无效	0	138
117.39.38.1:4022	无效	0	138
117.39.39.112:4022	无效	0	138
117.39.39.1:4022	无效	0	138
117.39.39.217:4022	无效	0	138
117.39.39.245:4022	无效	0	138
117.39.39.53:4022	无效	0	138
124.114.100.127:6789	无效	0	138
124.114.100.156:6789	无效	0	138
124.114.100.193:6789	无效	0	138
124.114.100.195:6789	无效	0	138
124.114.100.1:6789	无效	0	138
124.114.100.222:6789	无效	0	138
124.114.101.179:6789	无效	0	138
124.114.101.183:6789	无效	0	138
124.114.101.1:6789	无效	0	138
124.114.101.250:6789	无效	0	138
124.114.101.253:6789	无效	0	138
124.114.101.64:6789	无效	0	138
124.114.102.184:6789	无效	0	138
124.114.102.1:6789	无效	0	138
124.114.102.249:6789	无效	0	138
124.114.102.27:6789	无效	0	138
124.114.102.31:6789	无效	0	138
124.114.103.107:6789	无效	0	138
124.114.103.11:6789	无效	0	138
124.114.103.1:6789	无效	0	138
124.114.103.241:6789	无效	0	138
124.114.103.4:6789	无效	0	138
124.114.103.98:6789	无效	0	138
124.116.170.138:8081	无效	0	138
124.116.170.1:8081	无效	0	138
125.76.146.27:2222	无效	0	138
125.76.147.55:2222	无效	0	138
125.76.174.41:8008	无效	0	138
125.76.174.88:8008	无效	0	138
125.76.196.102:8899	无效	0	138
125.76.196.107:8899	无效	0	138
125.76.196.108:8899	无效	0	138
125.76.196.122:8899	无效	0	138
125.76.196.148:8899	无效	0	138
125.76.196.161:8899	无效	0	138
125.76.196.162:8899	无效	0	138
125.76.196.164:8899	无效	0	138
125.76.196.166:8899	无效	0	138
125.76.196.172:8899	无效	0	138
125.76.196.183:8899	无效	0	138
125.76.196.189:8899	无效	0	138
125.76.196.190:8899	无效	0	138
