# 20260629_0854_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
220.176.219.22:9000	有效	5	210
182.85.68.111:8880	无效	0	215
106.4.8.100:4022	无效	0	215
106.5.33.1:9000	无效	0	215
106.5.52.1:9000	无效	0	215
106.5.78.174:4022	无效	0	215
106.5.78.180:4022	无效	0	215
106.5.78.18:4022	无效	0	215
106.5.78.1:4022	无效	0	215
106.5.79.163:4022	无效	0	215
106.5.79.19:4022	无效	0	215
106.5.79.1:4022	无效	0	215
106.7.235.1:8008	无效	0	215
111.73.20.1:1009	无效	0	215
111.79.126.166:8688	无效	0	215
111.79.126.1:8688	无效	0	215
111.79.127.1:8688	无效	0	215
115.148.88.105:4022	无效	0	215
115.150.68.135:6004	无效	0	215
115.150.82.18:8688	无效	0	215
115.150.82.1:8688	无效	0	215
117.40.96.1:8008	无效	0	215
117.40.99.1:8008	无效	0	215
117.44.118.1:9000	无效	0	215
125.66.30.103:8888	无效	0	215
171.213.128.29:4022	无效	0	215
171.213.130.14:8188	无效	0	215
171.213.131.217:8188	无效	0	215
171.213.133.165:8188	无效	0	215
171.213.137.159:4443	无效	0	215
171.213.139.13:4022	无效	0	215
171.213.140.178:8188	无效	0	215
171.213.141.86:8188	无效	0	215
171.213.142.32:9090	无效	0	215
171.213.145.249:8188	无效	0	215
171.213.151.47:8188	无效	0	215
171.213.153.145:10000	无效	0	215
171.213.155.189:8888	无效	0	215
171.213.157.101:8188	无效	0	215
171.213.160.193:4022	无效	0	215
171.213.163.96:8188	无效	0	215
171.213.164.173:4022	无效	0	215
171.213.164.193:9100	无效	0	215
171.213.164.80:8188	无效	0	215
171.213.170.57:8188	无效	0	215
171.213.172.10:4022	无效	0	215
171.213.174.221:4022	无效	0	215
171.213.174.25:4022	无效	0	215
171.213.175.112:8188	有效	21	194
171.213.175.177:4022	无效	0	215
171.213.178.126:8188	无效	0	215
171.213.192.218:4022	无效	0	215
171.213.198.75:8188	无效	0	215
171.213.199.28:8188	无效	0	215
171.213.199.69:8188	无效	0	215
171.213.201.108:8188	无效	0	215
171.213.202.31:4022	无效	0	215
171.213.205.252:8188	无效	0	215
171.213.206.69:8188	无效	0	215
171.213.206.98:8188	无效	0	215
171.213.207.2:8188	无效	0	215
171.213.209.17:8800	无效	0	215
171.213.210.81:8888	无效	0	215
171.213.212.179:4022	无效	0	215
171.213.213.134:4022	无效	0	215
171.213.213.255:8800	无效	0	215
171.213.215.181:8818	无效	0	215
171.213.215.191:8188	无效	0	215
171.213.215.235:8800	无效	0	215
171.213.216.53:4022	无效	0	215
171.213.218.135:8800	无效	0	215
171.213.220.41:8188	无效	0	215
171.213.226.151:8188	无效	0	215
171.213.227.195:8188	无效	0	215
171.213.228.79:8088	无效	0	215
171.213.229.206:8888	无效	0	215
171.213.231.32:8188	无效	0	215
171.213.233.51:8188	无效	0	215
171.213.234.169:8188	无效	0	215
171.213.234.91:8888	无效	0	215
171.213.238.176:4022	无效	0	215
171.213.239.129:8888	无效	0	215
171.35.84.178:8688	无效	0	215
171.35.84.179:8688	无效	0	215
171.35.84.1:8688	无效	0	215
171.91.135.71:8888	无效	0	215
171.95.22.218:8888	无效	0	215
171.95.247.121:8888	无效	0	215
171.95.247.250:8888	无效	0	215
171.95.8.206:8000	无效	0	215
182.110.170.146:4022	无效	0	215
182.110.170.1:4022	无效	0	215
182.110.171.1:4022	无效	0	215
182.129.35.211:8888	无效	0	215
182.129.35.235:8888	无效	0	215
218.87.75.1:8008	无效	0	215
220.175.132.1:8008	无效	0	215
220.175.132.216:8008	无效	0	215
220.175.133.1:8008	无效	0	215
220.175.144.170:9000	无效	0	215
220.175.144.172:9000	无效	0	215
220.175.144.243:9000	无效	0	215
220.175.144.46:9000	无效	0	215
220.175.144.79:9000	无效	0	215
220.176.218.11:9000	无效	0	215
220.176.218.130:9000	无效	0	215
220.176.218.147:9000	无效	0	215
220.176.218.151:9000	无效	0	215
220.176.218.180:9000	无效	0	215
220.176.218.191:9000	无效	0	215
220.176.218.198:9000	无效	0	215
220.176.218.1:9000	无效	0	215
220.176.218.206:9000	无效	0	215
220.176.218.207:9000	无效	0	215
220.176.218.213:9000	无效	0	215
220.176.218.23:9000	无效	0	215
220.176.218.243:9000	无效	0	215
220.176.218.24:9000	无效	0	215
220.176.218.250:9000	无效	0	215
220.176.218.38:9000	无效	0	215
220.176.218.56:9000	无效	0	215
220.176.218.76:9000	无效	0	215
220.176.218.84:9000	无效	0	215
220.176.219.1:9000	无效	0	215
222.214.183.163:8888	无效	0	215
222.214.183.174:8888	无效	0	215
59.52.56.1:8008	无效	0	215
59.52.57.1:8008	无效	0	215
59.52.58.1:8008	无效	0	215
59.52.59.1:8008	无效	0	215
59.52.61.1:8008	无效	0	215
59.52.62.1:8008	无效	0	215
59.54.14.1:8888	无效	0	215
59.55.24.1:4022	无效	0	215
59.55.248.1:6565	无效	0	215
59.55.248.216:6565	无效	0	215
59.55.249.198:6565	无效	0	215
59.55.250.1:6565	无效	0	215
59.55.252.1:6565	无效	0	215
59.55.253.1:6565	无效	0	215
59.55.254.1:6565	无效	0	215
59.55.66.16:6001	无效	0	215
59.55.66.171:6001	无效	0	215
59.55.66.1:6001	无效	0	215
59.55.66.60:6001	无效	0	215
59.55.67.1:6001	无效	0	215
59.55.75.1:8688	无效	0	215
﻿# 2026/05/20 10:33	无效	0	215
czkeji.vip:9000	无效	0	214
220.176.219.3:9000	有效	33	122
