# 自动生成于 2026/05/20 21:32
# 城市: 辽宁联通
# 质量阈值: 5
# 配置数量: 20
# 格式: 网关IP:端口,选项
# 选项说明: 0/10=固定C段, 2/12=C段范围

123.191.3.1:1111,10
116.2.163.1:4010,10
60.17.77.1:40001,12
175.164.157.1:4010,12
116.2.170.1:4010,12
123.191.26.1:1111,12
113.225.138.1:8888,12
116.2.160.1:4010,12
123.191.27.1:1111,12
175.164.155.1:4010,12
113.225.159.1:8888,12
116.2.173.1:4010,12
61.176.10.1:40001,12
175.164.136.1:4010,12
175.164.135.1:4010,12
175.164.133.1:4010,12
123.191.15.1:1111,12
60.17.79.1:40001,12
116.2.169.1:4010,12
61.176.16.1:40001,12
