# 20260620_1716_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
125.75.47.113:8888	无效	0	167
118.180.142.113:65535	无效	0	167
118.180.142.161:4000	无效	0	167
118.180.142.161:65535	无效	0	167
118.180.142.1:65535	无效	0	167
118.180.142.247:65535	无效	0	167
118.180.142.32:65535	无效	0	167
www.flyfreely.top:4000	无效	0	167
42.92.117.151:8231	无效	0	167
42.92.117.1:8231	无效	0	167
42.92.195.108:10000	无效	0	167
42.92.195.138:10000	无效	0	167
42.92.195.141:10000	无效	0	167
42.92.195.174:10000	无效	0	167
42.92.195.179:10000	无效	0	167
42.92.195.181:10000	无效	0	167
42.92.195.1:10000	无效	0	167
42.92.195.203:10000	无效	0	167
42.92.195.20:10000	无效	0	167
42.92.195.45:10000	无效	0	167
42.92.195.52:10000	无效	0	167
﻿# 2026/05/20 10:33	无效	0	167
