# 20260627_2054_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
114.223.251.166:8888	有效	1	206
117.85.178.15:5888	有效	15	192
121.226.105.44:6888	有效	129	78
114.227.177.225:65432	有效	1	206
49.77.20.161:8118	有效	202	5
114.226.212.191:8787	有效	29	178
121.230.179.192:8802	有效	201	6
222.95.12.2:4022	有效	202	5
180.122.53.243:4022	有效	24	183
106.111.244.24:58099	有效	50	157
114.226.212.130:8787	有效	7	200
114.226.212.128:8787	有效	7	200
106.111.244.12:58099	有效	192	15
121.232.71.87:8888	有效	59	148
49.79.83.221:58888	有效	49	158
49.71.158.19:4022	有效	14	193
117.91.123.155:9000	有效	37	170
49.77.104.95:8554	有效	71	136
49.77.142.210:888	有效	52	155
49.65.86.7:58888	有效	22	185
121.237.245.72:8888	有效	43	164
180.114.3.92:8800	有效	25	182
121.237.245.48:8888	有效	97	110
114.238.59.173:4000	有效	9	198
117.91.123.155:8100	有效	38	169
114.222.8.67:8001	有效	116	91
180.112.83.144:8888	有效	7	200
117.90.94.246:6000	有效	42	165
49.76.20.239:8001	有效	21	186
121.230.33.64:8000	有效	52	155
117.91.60.238:8800	有效	50	157
114.233.242.91:4000	有效	16	191
49.64.191.13:4022	有效	8	199
180.109.75.116:4022	有效	34	173
121.237.244.26:8888	无效	0	207
180.105.84.25:4000	有效	23	184
49.74.7.100:7000	无效	0	207
49.85.222.161:9999	无效	0	207
180.111.28.216:8888	无效	0	207
114.217.183.130:8888	无效	0	207
114.218.93.202:8800	无效	0	207
117.81.2.146:8800	无效	0	207
114.218.93.201:8800	无效	0	207
103.62.49.170:4022	无效	0	207
103.85.85.48:30024	无效	0	207
106.111.244.25:58099	无效	0	207
112.80.121.76:8118	无效	0	207
114.220.17.14:4022	无效	0	207
114.220.84.108:8887	无效	0	207
114.222.251.112:4023	无效	0	207
114.222.251.113:4023	无效	0	207
114.226.0.1:4022	无效	0	207
114.226.0.210:4022	无效	0	207
114.226.16.1:4022	无效	0	207
114.226.16.242:4022	无效	0	207
114.226.2.171:4022	无效	0	207
114.226.2.174:4022	无效	0	207
114.226.2.1:4022	无效	0	207
114.226.205.1:4022	无效	0	207
114.226.205.65:4022	无效	0	207
114.226.212.147:8787	无效	0	207
114.226.212.148:8787	有效	84	123
114.226.212.149:8787	无效	0	207
114.226.212.167:8787	无效	0	207
114.226.212.170:5566	无效	0	207
114.226.212.170:8787	无效	0	207
114.226.212.171:8787	无效	0	207
114.226.212.175:8787	无效	0	207
114.226.212.177:8787	有效	1	206
114.226.212.178:8787	无效	0	207
114.226.212.1:8787	无效	0	207
114.226.231.1:8787	无效	0	207
114.226.231.207:8787	无效	0	207
114.226.231.231:8787	无效	0	207
114.226.5.1:4022	无效	0	207
114.226.5.202:4022	无效	0	207
114.227.135.79:8095	无效	0	207
114.230.110.128:8888	无效	0	207
114.230.110.178:8888	无效	0	207
114.231.194.163:8888	无效	0	207
114.231.203.72:8800	无效	0	207
114.231.33.159:8181	无效	0	207
114.231.59.139:8888	无效	0	207
114.232.118.219:8818	无效	0	207
114.232.118.246:8818	无效	0	207
114.233.189.170:8887	无效	0	207
114.233.189.1:8887	无效	0	207
114.233.64.137:4022	无效	0	207
114.237.147.33:19999	无效	0	207
114.238.59.117:4000	无效	0	207
114.238.59.183:4000	无效	0	207
114.238.59.184:4000	无效	0	207
114.238.59.19:4000	无效	0	207
114.238.59.1:4000	无效	0	207
114.238.59.203:4000	无效	0	207
114.238.59.21:4000	无效	0	207
114.238.59.230:4000	无效	0	207
114.238.59.233:4000	无效	0	207
114.238.59.27:4000	无效	0	207
114.238.59.37:4000	无效	0	207
114.238.59.74:4000	无效	0	207
114.66.55.23:30024	无效	0	207
116.233.24.214:4022	无效	0	207
116.233.38.8:8888	无效	0	207
116.233.63.78:5555	无效	0	207
116.235.57.79:4022	无效	0	207
117.63.248.237:8095	无效	0	207
117.81.107.104:4000	无效	0	207
117.81.138.118:888	无效	0	207
117.81.138.150:888	无效	0	207
117.81.138.18:888	无效	0	207
117.81.138.1:888	无效	0	207
117.84.98.99:32400	无效	0	207
117.84.98.99:7547	无效	0	207
117.85.40.66:5888	无效	0	207
117.85.60.164:4022	无效	0	207
117.86.123.215:8800	无效	0	207
117.86.187.212:4022	无效	0	207
117.86.203.71:6666	无效	0	207
117.86.48.1:8888	无效	0	207
117.86.49.134:8888	无效	0	207
117.86.49.195:8888	无效	0	207
117.86.49.1:8888	无效	0	207
117.86.49.60:7777	无效	0	207
117.86.50.121:7777	无效	0	207
117.86.50.130:8888	无效	0	207
117.86.50.198:8888	无效	0	207
117.86.50.1:8888	无效	0	207
117.86.51.165:7777	无效	0	207
117.86.51.1:8888	无效	0	207
117.86.51.85:8888	无效	0	207
117.88.22.69:4022	无效	0	207
117.89.53.199:4022	无效	0	207
117.90.232.1:4022	无效	0	207
117.90.232.66:4022	无效	0	207
117.91.122.24:8100	无效	0	207
117.91.122.24:9000	无效	0	207
117.92.225.99:4000	无效	0	207
117.95.165.1:8800	无效	0	207
117.95.45.153:7000	无效	0	207
121.224.226.247:8887	无效	0	207
121.226.15.1:7777	无效	0	207
121.226.17.144:8888	无效	0	207
121.230.144.64:8000	无效	0	207
121.230.33.0:4000	无效	0	207
121.231.100.1:8095	无效	0	207
121.231.100.244:8095	无效	0	207
121.231.11.143:8888	无效	0	207
121.231.65.114:8095	无效	0	207
121.231.65.1:8095	无效	0	207
121.231.65.71:8095	无效	0	207
121.231.65.86:8095	无效	0	207
121.233.142.82:8888	无效	0	207
121.233.142.82:9570	无效	0	207
121.234.87.204:8800	无效	0	207
121.235.153.38:4022	无效	0	207
121.235.67.1:8199	无效	0	207
121.235.95.126:8199	无效	0	207
121.235.95.1:8199	无效	0	207
121.237.244.160:8888	无效	0	207
121.237.244.1:8888	无效	0	207
121.237.244.68:8888	无效	0	207
121.237.245.136:8888	无效	0	207
121.237.245.1:8888	无效	0	207
121.237.245.83:8888	无效	0	207
121.237.247.137:8888	无效	0	207
121.237.247.186:8888	无效	0	207
121.237.247.1:8888	无效	0	207
121.238.18.106:8888	无效	0	207
121.238.18.111:8888	无效	0	207
121.238.250.95:8800	无效	0	207
121.239.19.255:4022	无效	0	207
180.102.252.109:8000	无效	0	207
180.102.252.21:8000	无效	0	207
180.105.201.135:9981	无效	0	207
180.105.201.170:9981	无效	0	207
180.105.201.177:9981	无效	0	207
180.105.201.1:9981	无效	0	207
180.105.201.30:9981	无效	0	207
180.105.218.1:4022	无效	0	207
180.105.218.200:4022	无效	0	207
180.105.218.230:4022	无效	0	207
180.105.235.251:19999	无效	0	207
180.105.9.157:4022	无效	0	207
180.105.9.1:4022	无效	0	207
180.109.14.66:22222	无效	0	207
180.109.220.91:7000	无效	0	207
180.109.223.178:7000	无效	0	207
180.109.91.144:8686	无效	0	207
180.109.91.147:8686	无效	0	207
180.111.172.195:10001	无效	0	207
180.111.172.69:10001	无效	0	207
180.111.29.104:8888	无效	0	207
180.111.29.161:8888	无效	0	207
180.112.231.40:8800	无效	0	207
180.112.82.122:8888	无效	0	207
180.112.82.139:8888	无效	0	207
180.112.83.250:8888	无效	0	207
180.112.83.87:8888	无效	0	207
180.112.88.194:8888	无效	0	207
180.112.88.223:8800	无效	0	207
180.114.182.196:10070	无效	0	207
180.114.182.196:1013	无效	0	207
180.114.182.196:10245	无效	0	207
180.114.182.196:10332	无效	0	207
180.114.182.196:10349	无效	0	207
180.114.182.196:10361	无效	0	207
180.114.182.196:10390	无效	0	207
180.114.182.196:11031	无效	0	207
180.114.182.196:113	无效	0	207
180.114.182.196:11371	无效	0	207
180.114.182.196:1140	无效	0	207
180.114.182.196:1143	无效	0	207
180.114.182.196:121	无效	0	207
180.114.182.196:12300	无效	0	207
180.114.182.196:1234	无效	0	207
180.114.182.196:20125	无效	0	207
180.114.182.196:20237	无效	0	207
180.114.182.196:2103	无效	0	207
180.114.182.196:2379	无效	0	207
180.114.182.196:2501	无效	0	207
180.114.182.196:2628	无效	0	207
180.114.182.196:32770	无效	0	207
180.114.182.196:36	无效	0	207
180.114.182.196:4155	无效	0	207
180.114.182.196:43	无效	0	207
180.114.182.196:4712	无效	0	207
180.114.182.196:49163	无效	0	207
180.114.182.196:49673	无效	0	207
180.114.182.196:502	无效	0	207
180.114.182.196:5111	无效	0	207
180.114.182.196:5120	无效	0	207
180.114.182.196:6025	无效	0	207
180.114.182.196:6141	无效	0	207
180.114.182.196:631	无效	0	207
180.114.182.196:6699	无效	0	207
180.114.182.196:7070	无效	0	207
180.114.182.196:7080	无效	0	207
180.114.182.196:7103	无效	0	207
180.114.182.196:7111	无效	0	207
180.114.182.196:7125	无效	0	207
180.114.182.196:7145	无效	0	207
180.114.182.196:7175	无效	0	207
180.114.182.196:7766	无效	0	207
180.114.182.196:7809	无效	0	207
180.114.182.196:7872	无效	0	207
180.114.182.196:8005	无效	0	207
180.114.182.196:8007	无效	0	207
180.114.182.196:8222	无效	0	207
180.114.182.196:8232	无效	0	207
180.114.182.196:8255	无效	0	207
180.114.182.196:8399	无效	0	207
180.114.182.196:8983	无效	0	207
180.114.182.196:9005	无效	0	207
180.114.182.196:9092	无效	0	207
180.114.182.196:9097	无效	0	207
180.114.182.196:9302	无效	0	207
180.114.182.196:9700	无效	0	207
180.114.95.141:7474	无效	0	207
180.115.103.1:9999	无效	0	207
180.116.34.1:4022	无效	0	207
180.116.49.1:4022	无效	0	207
180.119.26.34:4022	无效	0	207
180.120.112.171:8800	无效	0	207
180.121.226.67:4022	无效	0	207
180.121.91.101:8888	无效	0	207
180.122.53.38:4022	无效	0	207
180.125.146.219:55555	无效	0	207
185.199.108.153:10000	无效	0	207
192.168.123.1:8888	无效	0	207
192.168.2.100:4022	无效	0	207
192.168.2.1:4022	无效	0	207
218.94.98.33:10001	无效	0	207
220.176.218.130:9000	无效	0	207
221.225.23.46:8000	无效	0	207
221.227.108.224:8800	无效	0	207
222.184.194.52:8000	无效	0	207
222.185.150.253:4022	无效	0	207
222.191.177.217:4000	无效	0	207
222.95.198.222:4022	无效	0	207
223.167.230.132:4022	无效	0	207
43.131.249.244:30024	无效	0	207
49.67.13.10:8888	无效	0	207
49.67.195.201:8181	无效	0	207
49.68.100.60:10000	无效	0	207
49.69.157.166:8188	无效	0	207
49.69.33.88:8188	无效	0	207
49.71.119.174:8800	无效	0	207
49.74.205.217:8888	无效	0	207
49.75.104.199:4000	无效	0	207
49.77.102.202:8055	无效	0	207
49.77.102.208:8055	无效	0	207
49.77.104.103:8554	无效	0	207
49.77.104.1:8554	无效	0	207
49.77.104.27:8554	无效	0	207
49.77.104.34:8554	无效	0	207
49.77.104.39:8554	无效	0	207
49.77.104.55:8554	无效	0	207
49.77.104.56:8554	无效	0	207
49.77.104.76:8554	无效	0	207
49.77.104.95:85543	无效	0	207
49.77.104.97:8554	无效	0	207
49.77.104.97:85543	无效	0	207
49.77.142.214:888	无效	0	207
49.77.20.134:8118	无效	0	207
49.77.20.152:8118	无效	0	207
49.77.211.1:8554	无效	0	207
49.77.31.1:8554	无效	0	207
49.77.31.239:8554	无效	0	207
49.79.129.208:6666	无效	0	207
49.79.69.1:9000	无效	0	207
49.79.83.230:58888	无效	0	207
49.84.110.26:10000	无效	0	207
49.84.157.139:4022	无效	0	207
49.85.119.111:8887	无效	0	207
49.88.191.161:19999	无效	0	207
58.208.126.74:8800	无效	0	207
58.50.153.91:4022	无效	0	207
home.lan:7088	无效	0	207
180.122.53.104:4022	有效	15	132
180.105.84.40:4000	有效	73	74
49.79.83.81:58888	有效	18	129
49.77.142.222:888	有效	60	87
114.238.59.159:4000	有效	40	107
106.111.244.23:58099	有效	81	66
114.226.212.138:8787	有效	32	115
114.226.212.140:8787	有效	33	114
106.111.244.8:58099	有效	133	14
117.90.94.252:6000	有效	83	64
117.91.123.225:9000	无效	0	147
114.226.212.190:8787	有效	20	91
49.71.158.26:4022	有效	26	85
114.226.212.187:8787	有效	20	91
49.79.83.116:58888	有效	111	0
121.237.245.58:8888	无效	0	111
121.237.245.190:8888	无效	0	111
114.226.212.155:8787	有效	70	2
114.226.212.153:8787	有效	69	3
114.226.212.154:8787	有效	71	1
49.77.142.227:888	有效	26	46
121.237.245.222:8888	有效	72	0
49.71.158.25:4022	有效	62	10
106.111.244.10:58099	有效	36	2
117.90.94.198:6000	有效	37	1
