# 20260524_0656_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
125.86.26.68:8003	有效	20	2
www.wpfhome.cn:5555	有效	22	0
2.wyb.cq.cn:8181	有效	10	12
58.17.134.3:8002	无效	0	22
58.17.134.3:8005	无效	0	22
58.17.134.3:8001	无效	0	22
58.17.134.3:8003	无效	0	22
58.17.134.3:8004	无效	0	22
106.81.145.1:4022	无效	0	22
106.83.116.192:8188	无效	0	22
106.83.116.1:8188	无效	0	22
106.83.116.40:8188	无效	0	22
106.83.116.63:8188	无效	0	22
106.83.117.1:8188	无效	0	22
106.83.118.1:8188	无效	0	22
106.83.118.51:8188	无效	0	22
106.83.119.1:8188	无效	0	22
106.83.119.77:8188	无效	0	22
106.86.155.102:20001	无效	0	22
106.86.155.124:20001	无效	0	22
106.86.155.1:20001	无效	0	22
106.86.155.1:20002	无效	0	22
106.86.155.1:20005	无效	0	22
106.86.155.222:20001	无效	0	22
106.86.155.230:20001	无效	0	22
106.86.155.47:20001	无效	0	22
106.86.155.69:20001	无效	0	22
106.86.155.69:20002	无效	0	22
106.86.155.69:20005	无效	0	22
106.86.155.96:20001	无效	0	22
106.87.14.106:8888	无效	0	22
106.87.14.197:8888	无效	0	22
106.87.48.1:8888	无效	0	22
106.87.48.58:8888	无效	0	22
106.87.49.154:8888	无效	0	22
106.87.49.1:8888	无效	0	22
106.87.49.213:8888	无效	0	22
106.87.49.245:8888	无效	0	22
106.87.49.27:8888	无效	0	22
106.87.50.1:8888	无效	0	22
106.87.50.230:8888	无效	0	22
106.87.50.30:8888	无效	0	22
106.87.50.44:8888	无效	0	22
106.87.50.69:8888	无效	0	22
106.87.51.147:8888	无效	0	22
106.87.51.1:8888	无效	0	22
106.87.51.211:8888	无效	0	22
106.87.51.219:8888	无效	0	22
106.87.51.240:8888	无效	0	22
106.87.51.253:8888	无效	0	22
106.87.51.30:8888	无效	0	22
106.87.51.53:8888	无效	0	22
106.87.51.99:8888	无效	0	22
106.87.81.228:8188	无效	0	22
113.205.127.45:3000	无效	0	22
113.205.127.77:4022	无效	0	22
113.205.140.118:4022	无效	0	22
113.205.140.92:4022	无效	0	22
113.206.236.243:3000	无效	0	22
113.206.60.66:8000	无效	0	22
113.206.61.191:8000	无效	0	22
113.248.109.51:18888	无效	0	22
113.248.191.102:5555	无效	0	22
113.249.26.1:4022	无效	0	22
113.249.27.164:5555	无效	0	22
113.249.30.1:4022	无效	0	22
113.249.31.1:4022	无效	0	22
113.249.31.27:4022	无效	0	22
113.250.147.194:3388	无效	0	22
113.251.226.252:7788	无效	0	22
113.251.228.161:7788	无效	0	22
113.251.70.20:5555	无效	0	22
113.251.74.1:8012	无效	0	22
113.251.78.1:4022	无效	0	22
113.251.79.138:4022	无效	0	22
113.251.79.5:5555	无效	0	22
113.251.86.1:4022	无效	0	22
113.251.89.5:5555	无效	0	22
113.251.92.1:4022	无效	0	22
119.84.192.127:7777	无效	0	22
119.84.192.1:7777	无效	0	22
119.84.193.150:7777	无效	0	22
119.84.193.1:7777	无效	0	22
119.84.194.168:7777	无效	0	22
119.84.194.1:7777	无效	0	22
119.84.195.114:7777	无效	0	22
119.84.195.1:7777	无效	0	22
119.84.195.69:7777	无效	0	22
119.84.195.72:7777	无效	0	22
119.84.196.100:7777	无效	0	22
119.84.196.177:7777	无效	0	22
119.84.196.1:7777	无效	0	22
119.84.197.1:7777	无效	0	22
119.84.197.78:7777	无效	0	22
119.84.198.177:7777	无效	0	22
119.84.198.181:7777	无效	0	22
119.84.198.187:7777	无效	0	22
119.84.198.1:7777	无效	0	22
119.84.198.94:7777	无效	0	22
119.84.199.1:7777	无效	0	22
119.84.199.233:7777	无效	0	22
119.85.171.80:8188	无效	0	22
123.144.238.233:9000	无效	0	22
123.144.35.74:9000	无效	0	22
123.145.225.28:66	无效	0	22
123.146.105.176:10000	无效	0	22
123.146.3.50:8099	无效	0	22
123.146.60.30:10000	无效	0	22
124.162.221.206:4022	无效	0	22
125.80.152.1:7788	无效	0	22
125.80.153.1:7788	无效	0	22
125.80.153.87:7788	无效	0	22
125.80.153.93:7788	无效	0	22
125.80.154.48:4022	无效	0	22
125.80.157.1:7788	无效	0	22
125.80.157.63:7788	无效	0	22
125.80.158.1:7788	无效	0	22
125.80.159.1:7788	无效	0	22
125.80.159.239:7788	无效	0	22
125.80.205.248:5555	无效	0	22
125.80.251.176:7788	无效	0	22
125.80.251.1:7788	无效	0	22
125.80.251.41:4022	无效	0	22
125.80.253.101:7788	无效	0	22
125.80.253.1:7788	无效	0	22
125.80.253.217:8003	无效	0	22
125.81.219.1:8899	无效	0	22
125.81.236.50:8003	无效	0	22
125.83.80.12:8883	无效	0	22
125.84.51.170:8899	无效	0	22
125.84.53.134:8899	无效	0	22
125.85.177.214:8883	无效	0	22
125.86.1.116:8003	无效	0	22
14.104.200.46:4022	无效	0	22
14.104.200.54:4022	无效	0	22
14.104.23.17:8181	无效	0	22
14.104.23.27:8000	无效	0	22
14.109.132.167:4001	无效	0	22
14.109.225.186:8000	无效	0	22
14.109.225.193:8181	无效	0	22
14.109.225.21:8000	无效	0	22
14.109.226.130:8181	无效	0	22
