# 20260707_0730_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
220.173.56.45:8188	有效	70	190
116.9.34.125:8188	无效	0	260
124.226.233.246:4022	无效	0	260
113.17.153.91:4000	无效	0	260
100.66.4.60:8000	无效	0	260
100.66.73.77:8000	无效	0	260
110.72.52.124:8884	无效	0	260
113.12.240.55:4022	无效	0	260
113.12.63.218:10001	无效	0	260
113.12.63.61:10001	无效	0	260
113.12.63.77:10001	无效	0	260
113.13.173.38:4022	无效	0	260
113.13.242.1:4022	无效	0	260
113.13.243.1:4022	无效	0	260
113.13.243.60:4022	无效	0	260
113.17.66.143:40222	无效	0	260
113.17.66.188:40222	无效	0	260
113.17.66.72:40222	无效	0	260
113.17.67.138:4000	无效	0	260
116.8.80.176:9003	无效	0	260
116.8.82.57:9003	无效	0	260
116.9.3.1:4000	无效	0	260
116.9.3.40:4000	无效	0	260
116.9.3.97:4000	无效	0	260
116.9.34.164:4000	无效	0	260
116.9.34.177:4000	无效	0	260
116.9.34.1:4000	无效	0	260
116.9.34.226:4000	无效	0	260
116.9.34.74:4000	无效	0	260
116.9.4.1:4000	无效	0	260
124.226.132.11:19090	无效	0	260
124.226.132.1:19090	无效	0	260
124.226.132.38:19090	无效	0	260
124.227.196.214:9938	无效	0	260
171.104.106.167:50112	无效	0	260
171.104.106.168:50112	无效	0	260
171.104.106.1:50112	无效	0	260
171.104.106.250:50112	无效	0	260
171.104.106.83:50112	无效	0	260
171.104.106.97:50112	无效	0	260
171.104.107.3:50112	无效	0	260
171.105.176.133:4022	无效	0	260
171.105.176.188:4022	无效	0	260
171.105.176.1:4022	无效	0	260
171.105.177.1:4022	无效	0	260
171.105.178.1:4022	无效	0	260
171.105.178.216:4022	无效	0	260
171.105.179.1:4022	无效	0	260
171.105.180.133:4022	无效	0	260
171.105.180.1:4022	无效	0	260
171.105.181.118:4022	无效	0	260
171.105.181.1:4022	无效	0	260
171.105.182.1:4022	无效	0	260
171.105.182.217:4022	无效	0	260
171.105.183.1:4022	无效	0	260
171.105.183.209:4022	无效	0	260
171.105.201.163:4022	无效	0	260
171.105.202.154:4056	无效	0	260
171.107.72.101:4000	无效	0	260
171.107.72.140:4000	无效	0	260
171.107.72.1:4000	无效	0	260
171.107.72.86:4000	无效	0	260
171.109.52.191:4022	无效	0	260
171.109.52.231:6666	无效	0	260
171.109.92.255:4022	无效	0	260
180.137.27.116:8088	无效	0	260
180.137.27.5:8088	无效	0	260
180.139.220.14:18888	无效	0	260
180.139.220.1:18888	无效	0	260
180.139.220.237:18888	无效	0	260
180.139.89.124:18888	无效	0	260
180.139.89.245:18888	无效	0	260
180.140.153.1:4022	无效	0	260
180.140.153.40:4022	无效	0	260
180.140.188.62:4022	无效	0	260
180.141.130.4:5566	无效	0	260
180.143.141.178:10000	无效	0	260
220.173.254.128:10001	无效	0	260
220.173.254.96:6665	无效	0	260
222.218.122.114:8188	无效	0	260
222.218.122.147:8188	无效	0	260
222.218.122.1:8188	无效	0	260
222.218.122.23:8188	无效	0	260
222.218.122.56:8188	无效	0	260
222.218.122.93:8188	无效	0	260
222.83.161.102:9003	无效	0	260
222.83.161.11:9003	无效	0	260
222.83.161.130:9003	无效	0	260
222.83.161.177:9003	无效	0	260
222.83.161.190:9003	无效	0	260
222.83.161.196:9003	无效	0	260
222.83.161.1:9003	无效	0	260
222.83.161.240:9003	无效	0	260
222.83.161.245:9003	无效	0	260
222.83.161.26:9003	无效	0	260
222.83.161.27:9003	无效	0	260
222.83.161.53:9003	无效	0	260
222.83.161.98:9003	无效	0	260
58.59.247.230:4022	无效	0	260
58.59.247.230:4023	无效	0	260
﻿# 2026/05/20 10:28	无效	0	260
222.83.161.128:9003	无效	0	200
116.9.34.129:4000	有效	21	31
