# 20260720_0641_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
116.2.163.54:4010	有效	1	334
1.56.158.115:4022	无效	0	335
1.58.66.5:4000	无效	0	335
1.62.250.19:8886	无效	0	335
113.225.128.1:8888	无效	0	335
113.225.130.1:8888	无效	0	335
113.225.130.5:8888	无效	0	335
113.225.131.1:8888	无效	0	335
113.225.132.1:8888	无效	0	335
113.225.138.1:8888	无效	0	335
113.225.139.1:8888	无效	0	335
113.225.153.1:8888	无效	0	335
113.225.159.1:8888	无效	0	335
113.225.163.1:8888	无效	0	335
113.225.165.178:8888	无效	0	335
113.225.165.1:8888	无效	0	335
113.225.168.1:8888	无效	0	335
113.225.176.1:8888	无效	0	335
113.225.178.1:8888	无效	0	335
113.225.182.1:8888	无效	0	335
113.225.186.1:8888	无效	0	335
113.225.186.243:8888	无效	0	335
113.225.188.1:8888	无效	0	335
113.4.188.135:4001	无效	0	335
113.7.73.82:4022	无效	0	335
115.203.58.113:9999	无效	0	335
115.211.3.26:8001	无效	0	335
116.2.160.1:4010	无效	0	335
116.2.161.1:4010	无效	0	335
116.2.161.226:4010	无效	0	335
116.2.162.1:4010	无效	0	335
116.2.163.159:4010	无效	0	335
116.2.163.1:4010	无效	0	335
116.2.163.59:4010	无效	0	335
116.2.164.1:4010	无效	0	335
116.2.164.201:4010	无效	0	335
116.2.165.1:4010	无效	0	335
116.2.165.36:4010	无效	0	335
116.2.165.3:4010	无效	0	335
116.2.166.150:4010	无效	0	335
116.2.166.1:4010	无效	0	335
116.2.167.19:4010	无效	0	335
116.2.167.1:4010	无效	0	335
116.2.167.28:4010	无效	0	335
116.2.168.186:4010	无效	0	335
116.2.168.1:4010	无效	0	335
116.2.169.1:4010	无效	0	335
116.2.169.245:4010	无效	0	335
116.2.170.1:4010	无效	0	335
116.2.170.228:4010	无效	0	335
116.2.171.1:4010	无效	0	335
116.2.172.1:4010	无效	0	335
116.2.172.204:4010	无效	0	335
116.2.172.91:4010	无效	0	335
116.2.173.1:4010	无效	0	335
116.2.174.1:4010	无效	0	335
116.2.175.1:4010	无效	0	335
117.8.141.254:8834	无效	0	335
117.8.142.176:8834	无效	0	335
118.78.196.190:55555	无效	0	335
118.79.113.188:6000	无效	0	335
118.79.113.188:6001	无效	0	335
118.79.12.50:6000	无效	0	335
118.79.12.50:6001	无效	0	335
118.79.12.90:6000	无效	0	335
118.79.12.90:6001	无效	0	335
118.79.139.38:6000	无效	0	335
118.79.139.38:6001	无效	0	335
122.231.227.70:9999	无效	0	335
123.191.1.1:1111	无效	0	335
123.191.10.188:1111	无效	0	335
123.191.10.1:1111	无效	0	335
123.191.12.1:1111	无效	0	335
123.191.12.76:1111	无效	0	335
123.191.13.1:1111	无效	0	335
123.191.14.1:1111	无效	0	335
123.191.15.1:1111	无效	0	335
123.191.16.1:1111	无效	0	335
123.191.17.1:1111	无效	0	335
123.191.2.1:1111	无效	0	335
123.191.23.1:1111	无效	0	335
123.191.26.168:1111	无效	0	335
123.191.26.1:1111	无效	0	335
123.191.27.1:1111	无效	0	335
123.191.29.1:1111	无效	0	335
123.191.3.197:1111	无效	0	335
123.191.4.131:1111	无效	0	335
123.191.4.1:1111	无效	0	335
124.92.82.1:40001	无效	0	335
125.107.32.103:8888	无效	0	335
171.119.207.50:6000	无效	0	335
175.147.82.194:4455	无效	0	335
175.164.128.1:4010	无效	0	335
175.164.129.1:4010	无效	0	335
175.164.130.1:4010	无效	0	335
175.164.131.1:4010	无效	0	335
175.164.132.1:4010	无效	0	335
175.164.132.241:4010	无效	0	335
175.164.133.194:4010	无效	0	335
175.164.133.1:4010	无效	0	335
175.164.134.1:4010	无效	0	335
175.164.134.203:4010	无效	0	335
175.164.135.1:4010	无效	0	335
175.164.136.1:4010	无效	0	335
175.164.137.1:4010	无效	0	335
175.164.137.209:4010	无效	0	335
175.164.138.1:4010	无效	0	335
175.164.139.1:4010	无效	0	335
175.164.140.1:4010	无效	0	335
175.164.141.1:4010	无效	0	335
175.164.142.1:4010	无效	0	335
175.164.143.1:4010	无效	0	335
175.164.144.1:4010	无效	0	335
175.164.145.1:4010	无效	0	335
175.164.146.1:4010	无效	0	335
175.164.147.1:4010	无效	0	335
175.164.148.1:4010	无效	0	335
175.164.148.222:4010	无效	0	335
175.164.149.132:4010	无效	0	335
175.164.149.1:4010	无效	0	335
175.164.150.1:4010	无效	0	335
175.164.151.1:4010	无效	0	335
175.164.152.1:4010	无效	0	335
175.164.153.1:4010	无效	0	335
175.164.154.1:4010	无效	0	335
175.164.155.1:4010	无效	0	335
175.164.156.1:4010	无效	0	335
175.164.157.1:4010	无效	0	335
175.164.158.1:4010	无效	0	335
175.164.159.1:4010	无效	0	335
183.184.41.39:8001	无效	0	335
183.184.43.180:8001	无效	0	335
183.188.159.47:6000	无效	0	335
183.188.159.48:6000	无效	0	335
183.188.29.57:6000	无效	0	335
183.188.29.57:6001	无效	0	335
183.190.249.236:8888	无效	0	335
183.191.141.118:8005	无效	0	335
183.191.2.11:8005	无效	0	335
183.191.240.7:8005	无效	0	335
220.190.68.144:8888	无效	0	335
42.56.26.249:7788	无效	0	335
60.17.74.1:40001	无效	0	335
60.17.77.1:40001	无效	0	335
60.17.77.95:40001	无效	0	335
60.17.79.1:40001	无效	0	335
60.17.81.1:40001	无效	0	335
60.186.124.68:9999	无效	0	335
60.26.2.105:4022	无效	0	335
61.176.10.1:40001	无效	0	335
61.176.11.1:40001	无效	0	335
61.176.16.1:40001	无效	0	335
61.176.24.1:40001	无效	0	335
61.176.25.1:40001	无效	0	335
61.176.27.1:40001	无效	0	335
61.176.31.1:40001	无效	0	335
61.176.4.1:40001	无效	0	335
61.176.4.92:40001	无效	0	335
61.176.5.1:40001	无效	0	335
61.176.5.243:40001	无效	0	335
61.240.39.165:8082	无效	0	335
116.2.169.228:4010	有效	17	258
175.164.135.143:4010	有效	3	197
116.2.162.41:4010	有效	13	153
116.2.175.131:4010	有效	20	107
116.2.170.93:4010	有效	6	0
