# 20260630_1052_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
113.224.160.125:5555	无效	0	221
113.224.160.202:5555	无效	0	221
113.224.168.168:5555	无效	0	221
113.224.176.100:5555	无效	0	221
113.224.177.180:5555	无效	0	221
113.224.183.53:5555	无效	0	221
113.226.101.97:8099	无效	0	221
113.226.142.175:4022	无效	0	221
113.226.142.175:777	无效	0	221
113.226.207.211:8888	无效	0	221
113.226.207.211:9999	无效	0	221
113.228.1.111:9088	无效	0	221
113.228.1.195:9088	无效	0	221
113.228.3.152:9088	无效	0	221
113.228.6.32:9088	无效	0	221
113.230.50.55:9005	无效	0	221
113.230.50.55:9010	无效	0	221
113.234.16.122:4000	无效	0	221
113.234.28.47:4000	无效	0	221
113.235.14.173:8888	无效	0	221
113.235.14.173:9999	无效	0	221
113.236.15.16:8888	无效	0	221
113.236.42.129:9088	无效	0	221
113.236.47.254:9088	无效	0	221
113.237.45.109:999	无效	0	221
113.238.29.5:2222	无效	0	221
113.238.79.89:7788	无效	0	221
113.239.46.137:7788	无效	0	221
113.239.47.64:7788	无效	0	221
113.239.73.172:8888	无效	0	221
116.2.175.132:4010	无效	0	221
116.3.185.8:4000	无效	0	221
116.3.207.125:8089	无效	0	221
116.3.95.83:4022	无效	0	221
116.3.95.83:777	无效	0	221
119.108.116.144:8089	无效	0	221
119.108.122.232:8089	无效	0	221
119.108.99.251:8089	无效	0	221
119.109.105.16:2001	无效	0	221
119.109.16.28:1000	无效	0	221
119.109.61.180:4022	无效	0	221
119.112.147.93:8888	无效	0	221
119.112.147.93:9999	无效	0	221
119.112.151.95:8888	无效	0	221
119.112.151.95:9999	无效	0	221
119.113.160.4:4022	无效	0	221
119.113.185.186:1212	无效	0	221
119.113.188.246:1212	无效	0	221
119.113.189.71:4000	无效	0	221
119.113.230.107:4000	无效	0	221
119.117.156.223:6688	无效	0	221
119.117.157.127:6688	无效	0	221
119.117.161.158:6688	无效	0	221
119.117.236.100:55555	无效	0	221
119.117.236.109:55555	无效	0	221
119.117.236.131:55555	无效	0	221
119.117.236.138:55555	无效	0	221
119.117.236.202:55555	无效	0	221
119.117.236.221:55555	无效	0	221
119.117.236.235:55555	无效	0	221
119.117.236.45:55555	无效	0	221
119.119.217.235:8089	无效	0	221
123.186.228.110:8686	无效	0	221
123.186.228.185:8686	无效	0	221
123.189.24.61:8888	无效	0	221
123.189.30.32:4022	无效	0	221
123.190.155.90:7788	无效	0	221
123.190.202.14:9001	无效	0	221
123.190.202.14:9002	无效	0	221
123.190.202.14:9003	无效	0	221
123.190.202.14:9005	无效	0	221
123.190.202.14:9007	无效	0	221
123.190.202.14:9008	无效	0	221
123.190.202.14:9009	无效	0	221
123.190.202.14:9012	无效	0	221
123.190.202.14:9020	无效	0	221
123.245.16.178:8181	无效	0	221
123.245.17.225:8181	无效	0	221
123.245.51.138:9696	无效	0	221
124.92.71.167:40001	无效	0	221
124.92.74.194:40001	无效	0	221
124.92.91.58:40001	无效	0	221
124.94.169.141:9527	无效	0	221
146.148.226.52:40228	无效	0	221
221.200.14.34:1234	无效	0	221
221.200.192.69:8089	无效	0	221
221.200.194.133:8089	无效	0	221
221.202.233.82:9001	无效	0	221
221.202.233.82:9003	无效	0	221
221.202.233.82:9004	无效	0	221
221.202.233.82:9005	无效	0	221
221.202.233.82:9007	无效	0	221
221.202.233.82:9008	无效	0	221
221.202.233.82:9009	无效	0	221
221.202.233.82:9010	无效	0	221
221.202.233.82:9012	无效	0	221
221.203.23.30:4022	无效	0	221
59.46.251.10:40228	无效	0	221
60.18.217.54:9527	无效	0	221
61.176.31.52:40001	无效	0	221
