# 20260713_1058_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
111.113.88.107:2000	无效	0	295
106.45.1.90:4000	无效	0	295
106.45.2.14:4000	无效	0	295
106.45.2.15:4000	无效	0	295
106.45.2.165:4000	无效	0	295
106.45.2.195:4000	无效	0	295
106.45.2.1:4000	无效	0	295
106.45.2.223:4000	无效	0	295
106.45.3.127:4000	无效	0	295
106.45.3.1:4000	无效	0	295
111.113.151.225:9999	无效	0	295
111.113.151.232:9999	无效	0	295
111.113.151.242:9999	无效	0	295
111.113.88.146:2000	无效	0	295
111.113.88.198:2000	无效	0	295
111.113.88.1:2000	无效	0	295
111.113.88.226:2000	无效	0	295
111.113.88.55:2000	无效	0	295
111.113.89.108:4022	无效	0	295
111.113.89.184:2000	无效	0	295
111.113.89.187:4022	无效	0	295
111.113.89.1:2000	无效	0	295
111.113.89.3:2000	无效	0	295
124.224.85.108:2000	无效	0	295
124.224.85.1:2000	无效	0	295
124.224.85.249:2000	无效	0	295
124.224.85.4:2000	无效	0	295
124.224.85.55:2000	无效	0	295
124.224.85.84:2000	无效	0	295
