# 20260531_2057_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
171.223.74.90:4000	无效	0	65
171.88.2.224:4000	无效	0	65
171.88.2.83:4000	无效	0	65
171.88.2.93:4000	无效	0	65
171.91.133.160:8888	无效	0	65
171.91.133.229:8888	无效	0	65
171.91.135.185:8888	无效	0	65
171.91.135.245:8888	无效	0	65
171.91.135.70:8888	无效	0	65
171.91.135.71:8888	无效	0	65
171.92.210.133:8888	无效	0	65
171.94.102.135:5000	无效	0	65
171.94.102.169:5000	无效	0	65
171.94.32.13:5000	无效	0	65
171.95.188.36:4022	无效	0	65
171.95.212.118:8989	无效	0	65
171.95.212.79:8888	无效	0	65
171.95.212.93:8989	无效	0	65
171.95.213.214:8888	无效	0	65
171.95.213.236:8989	无效	0	65
171.95.22.133:8188	无效	0	65
171.95.22.14:8000	无效	0	65
171.95.22.6:8000	无效	0	65
171.95.23.120:8888	无效	0	65
171.95.23.149:8888	无效	0	65
171.95.23.205:8188	无效	0	65
171.95.24.124:8888	无效	0	65
171.95.244.8:9090	无效	0	65
171.95.245.106:8888	无效	0	65
171.95.246.180:8888	无效	0	65
171.95.246.201:8888	无效	0	65
171.95.246.80:8888	无效	0	65
171.95.247.111:8888	无效	0	65
171.95.247.205:8888	无效	0	65
171.95.247.25:8888	无效	0	65
171.95.25.145:8888	无效	0	65
171.95.25.56:8188	无效	0	65
171.95.9.125:8000	无效	0	65
175.152.138.131:6066	无效	0	65
182.128.48.84:8888	无效	0	65
182.128.93.123:18888	无效	0	65
182.128.93.166:18888	无效	0	65
182.128.93.16:18888	无效	0	65
182.129.200.113:8888	无效	0	65
182.129.200.63:8888	无效	0	65
182.129.223.222:8001	无效	0	65
182.129.34.200:8888	无效	0	65
182.129.34.210:8888	无效	0	65
182.129.34.216:8888	无效	0	65
182.129.35.204:8888	无效	0	65
182.129.35.212:8888	无效	0	65
182.131.65.101:8888	无效	0	65
182.131.66.142:8888	无效	0	65
182.135.1.55:888	无效	0	65
182.135.33.36:888	无效	0	65
182.135.34.218:2222	无效	0	65
182.135.34.97:888	无效	0	65
182.135.66.163:3003	无效	0	65
182.136.122.194:4022	无效	0	65
182.136.166.2:8188	无效	0	65
182.136.172.227:8086	无效	0	65
182.136.173.114:4022	无效	0	65
182.136.175.145:8086	无效	0	65
182.137.116.47:4022	无效	0	65
182.137.119.188:8099	无效	0	65
182.138.203.158:8888	无效	0	65
182.138.226.124:888	无效	0	65
182.138.237.64:4022	无效	0	65
182.139.110.78:8888	无效	0	65
182.142.183.80:5050	无效	0	65
182.143.100.66:40000	无效	0	65
182.143.101.138:40000	无效	0	65
182.143.101.198:40000	无效	0	65
182.143.101.220:40000	无效	0	65
182.143.113.206:40000	无效	0	65
182.143.113.25:40000	无效	0	65
182.143.114.163:40000	无效	0	65
182.143.114.57:40000	无效	0	65
182.143.115.140:40000	无效	0	65
182.143.115.157:40000	无效	0	65
182.143.115.18:8888	无效	0	65
182.143.17.134:8888	无效	0	65
182.145.44.121:5000	无效	0	65
182.145.44.203:5000	无效	0	65
182.145.44.58:5000	无效	0	65
182.145.45.66:5000	无效	0	65
182.148.98.163:8177	无效	0	65
182.149.228.32:888	无效	0	65
182.149.93.50:4022	无效	0	65
182.151.184.170:8086	无效	0	65
182.151.187.121:8888	无效	0	65
211.158.152.241:8007	无效	0	65
218.88.106.57:4022	无效	0	65
220.166.22.237:4022	无效	0	65
220.166.249.240:4200	无效	0	65
221.236.120.20:4022	无效	0	65
221.236.120.230:4022	无效	0	65
221.236.121.179:4022	无效	0	65
221.236.121.181:4022	无效	0	65
221.236.121.228:4022	无效	0	65
221.236.144.69:5000	无效	0	65
221.236.170.38:2222	无效	0	65
222.208.147.83:8888	无效	0	65
222.208.147.86:8888	无效	0	65
222.208.193.245:5000	无效	0	65
222.208.209.40:4000	无效	0	65
222.208.209.68:4000	无效	0	65
222.208.29.34:2123	无效	0	65
222.208.4.150:8888	无效	0	65
222.208.4.181:8888	无效	0	65
222.208.4.211:8888	无效	0	65
222.208.4.7:8888	无效	0	65
222.208.72.129:8001	无效	0	65
222.208.8.183:8888	无效	0	65
222.209.122.223:2222	无效	0	65
222.209.184.160:8088	无效	0	65
222.209.55.21:8888	无效	0	65
222.210.183.194:8086	无效	0	65
222.211.99.59:4022	无效	0	65
222.211.99.64:4022	无效	0	65
222.214.176.208:8888	无效	0	65
222.214.179.101:8888	无效	0	65
222.214.183.130:8888	无效	0	65
222.214.183.163:8888	无效	0	65
222.214.183.189:8888	无效	0	65
222.214.183.251:8888	无效	0	65
222.214.191.151:8989	无效	0	65
222.214.191.4:2123	无效	0	65
222.214.191.62:8989	无效	0	65
222.215.173.102:8888	无效	0	65
222.215.173.154:8888	无效	0	65
222.215.173.181:8888	无效	0	65
222.215.173.29:8888	无效	0	65
222.215.173.98:8888	无效	0	65
61.157.108.152:4022	无效	0	65
61.157.108.46:4022	无效	0	65
8.156.79.228:82	无效	0	65
﻿# 2026/05/20 10:28	无效	0	65
100.64.9.211:8096	无效	0	49
171.213.147.128:8188	有效	4	1
171.213.215.194:4022	有效	4	1
171.213.152.252:8188	有效	5	0
171.213.145.246:8188	无效	0	5
