# 20260611_0215_precise_history
# 服务器地址	状态	测试有效次数	测试无效次数
112.109.206.106:9999	有效	109	10
27.154.60.34:8888	无效	0	119
1.24.248.248:4022	无效	0	119
1.24.248.65:4022	无效	0	119
1.24.250.134:4022	无效	0	119
1.24.251.172:4022	无效	0	119
1.25.88.186:4022	无效	0	119
1.26.25.209:9999	无效	0	119
1.26.26.155:9999	无效	0	119
1.28.105.148:4000	无效	0	119
1.28.106.54:4000	无效	0	119
1.28.107.141:4000	无效	0	119
1.28.65.78:8888	无效	0	119
1.28.67.161:8888	无效	0	119
1.28.67.24:8888	无效	0	119
1.28.67.72:8888	无效	0	119
1.28.67.94:8888	无效	0	119
1.31.32.202:4000	无效	0	119
1.31.32.64:4000	无效	0	119
1.31.32.95:4000	无效	0	119
110.16.116.68:4000	无效	0	119
110.18.152.13:8888	无效	0	119
110.18.153.225:8888	无效	0	119
110.19.173.95:9000	无效	0	119
110.7.128.137:4022	无效	0	119
110.7.129.242:4022	无效	0	119
110.7.130.227:4022	无效	0	119
112.109.206.113:9999	无效	0	119
112.109.206.183:9999	无效	0	119
112.109.206.190:9999	无效	0	119
112.109.206.1:9999	无效	0	119
112.109.206.238:9999	无效	0	119
112.109.206.44:9999	无效	0	119
112.109.206.85:9999	无效	0	119
112.109.206.89:9999	无效	0	119
112.111.78.124:4022	无效	0	119
112.111.78.237:4022	无效	0	119
175.42.24.86:8848	无效	0	119
175.43.106.148:4022	无效	0	119
175.43.106.31:4022	无效	0	119
175.43.106.85:4022	无效	0	119
175.44.46.120:4000	无效	0	119
220.250.11.16:8848	无效	0	119
220.250.60.142:8899	无效	0	119
27.152.157.53:8888	无效	0	119
27.152.167.124:8888	无效	0	119
27.152.176.88:8888	无效	0	119
27.156.107.170:4022	无效	0	119
36.249.209.30:6666	无效	0	119
36.249.209.30:7777	无效	0	119
36.251.169.123:4022	无效	0	119
36.251.187.180:4022	无效	0	119
36.251.187.180:7778	无效	0	119
36.251.187.202:7778	无效	0	119
36.251.90.166:8848	无效	0	119
36.251.90.193:8848	无效	0	119
36.251.93.112:8848	无效	0	119
36.251.95.20:8848	无效	0	119
58.22.254.33:81	无效	0	119
